custid,retained,Days between creation and first order,Days since last order,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,train,created,firstorder,lastorder,,,, 
32JDU4,1,1,85,47,10.63829787,8.510638298,90.65,0.017857143,1,0,0,Wednesday,DCX,0,3/16/13,3/17/13,10/27/13,,,,
2JZE27,1,1,53,47,40.42553191,12.76595745,75.32,0.059210526,1,0,0,Tuesday,DCX,0,6/28/13,6/29/13,11/28/13,,,,
MM8YK3,1,31,139,36,0,0,83.5,0,1,0,0,Wednesday,CHO,0,8/3/13,9/3/13,9/3/13,,,,
7YE385,1,395,7,52,51.92307692,7.692307692,107,0.12962963,0,0,0,Monday,DCX,0,8/28/12,9/27/13,1/13/14,,,,
RV3K5Z,1,1,416,45,0,0,114.97,0.034482759,0,0,0,Tuesday,RIC,0,9/3/12,9/4/12,11/30/12,,,,
QUQWCP,1,298,13,50,12,10,55.51,0.038302277,0,0,0,Wednesday,RIC,0,7/23/10,5/17/11,1/7/14,,,,
7R5SRQ,1,-26,522,30,36.66666667,0,41.8,0.142857143,0,0,0,Sunday,DCX,0,8/28/12,8/2/12,8/16/12,,,,
WWNP7X,1,-12,386,43,6.976744186,6.976744186,54.45,0.022058824,0,0,0,Thursday,DCX,0,8/28/12,8/16/12,12/30/12,,,,
F9AALG,0,494,250,4,25,0,59.49,0.047540984,1,0,0,Tuesday,CHO,0,5/7/10,9/13/11,5/15/13,,,,
5GTXGN,1,15,197,36,47.22222222,0,91.54,0,1,0,0,Tuesday,RIC,0,6/22/13,7/7/13,7/7/13,,,,
TZEXHX,1,134,58,48,14.58333333,6.25,111.53,0.007604563,0,0,0,Tuesday,RIC,0,10/22/12,3/5/13,11/23/13,,,,
FHU64C,1,96,5,46,86.95652174,10.86956522,81.95,0.032345013,1,0,1,Friday,CHO,0,9/12/08,12/17/08,1/15/14,,,,
RQRURH,1,9,913,45,0,0,8.13,0,1,0,0,Monday,RIC,0,7/13/11,7/22/11,7/22/11,,,,
ECPKYC,1,26,230,45,2.222222222,2.222222222,39.74,0.035087719,0,0,0,Wednesday,CHO,0,3/13/13,4/8/13,6/4/13,,,,
65MGG3,0,4,272,26,7.692307692,0,39.43,0,0,0,0,Wednesday,CHO,0,4/19/13,4/23/13,4/23/13,,,,
QXUFCT,1,13,211,45,17.77777778,0,200.91,0,1,0,0,Tuesday,BWI,0,6/10/13,6/23/13,6/23/13,,,,
TY98TL,1,24,183,45,2.222222222,0,75.73,0.037037037,1,0,0,Wednesday,DCX,0,5/4/13,5/28/13,7/21/13,,,,
22XHBW,1,0,656,35,80,5.714285714,29.66,0.049295775,0,0,0,Wednesday,RIC,0,11/14/11,11/14/11,4/4/12,,,,
ZRDAXU,1,1,208,45,0,0,61.64,0,1,0,0,Thursday,RIC,0,6/25/13,6/26/13,6/26/13,,,,
ANBVSG,1,0,61,40,72.5,5,60.84,0.111111111,0,0,0,Thursday,CHO,0,10/2/12,10/2/12,11/20/13,,,,
8DNRGL,1,0,219,45,4.444444444,0,42.02,0,1,0,0,Wednesday,RIC,0,6/15/13,6/15/13,6/15/13,,,,
8EQEQV,0,254,256,23,26.08695652,0,40,0,0,0,0,Friday,DCX,0,8/28/12,5/9/13,5/9/13,,,,
K7JBDH,1,7,218,43,9.302325581,6.976744186,82.38,0.002677376,0,0,0,Wednesday,RIC,0,5/24/11,5/31/11,6/16/13,,,,
JV5JGW,0,278,49,0,0,0,88.97,0,1,0,0,Thursday,RIC,0,2/27/13,12/2/13,12/2/13,,,,
A8YW3N,1,0,29,50,20,0,146.38,0.00729927,0,0,0,Wednesday,RIC,0,3/23/13,3/23/13,12/22/13,,,,
7EPFYS,0,99,328,0,0,0,64.79,0.130434783,0,0,0,Monday,RIC,0,10/27/12,2/3/13,2/26/13,,,,
ZFBVAG,0,0,329,0,0,0,40.07,0.153846154,0,0,0,Wednesday,DCX,0,2/12/13,2/12/13,2/25/13,,,,
CAU7WF,1,26,11,57,24.56140351,10.52631579,65.56,0.043956044,0,1,0,Saturday,BWI,0,6/15/13,7/11/13,1/9/14,,,,
3QHK7C,0,0,349,0,0,0,107.41,0,1,0,0,Thursday,DCX,0,2/5/13,2/5/13,2/5/13,,,,
NMRKPK,1,58,208,36,69.44444444,2.777777778,99.45,0,1,0,0,Friday,DCX,0,4/29/13,6/26/13,6/26/13,,,,
R24B7P,1,192,21,57,3.50877193,3.50877193,51.9,0.043209877,0,0,0,Monday,RIC,0,1/10/13,7/21/13,12/30/13,,,,
XKKX29,1,115,47,35,28.57142857,22.85714286,57.55,0.077777778,1,0,0,Thursday,RIC,0,5/13/13,9/5/13,12/4/13,,,,
HBVVJL,1,7,113,40,17.5,0,70.55,0.012605042,0,0,0,Monday,RIC,0,1/27/13,2/3/13,9/29/13,,,,
CYSXQM,0,18,280,0,0,0,45.69,0.076923077,0,0,0,Thursday,RIC,0,3/2/13,3/20/13,4/15/13,,,,
GC7YP2,0,0,293,5,80,20,57.74,0,0,0,0,Wednesday,CHO,0,4/2/13,4/2/13,4/2/13,,,,
NS54BM,1,46,167,40,20,5,62.5,0.166666667,1,0,0,Wednesday,DCX,0,6/9/13,7/25/13,8/6/13,,,,
AHEFB3,1,0,76,42,33.33333333,4.761904762,67.3,0.027848101,0,0,0,Monday,RIC,0,10/6/12,10/6/12,11/5/13,,,,
PQDWYZ,0,9,266,0,0,0,76.55,0.06097561,1,0,0,Saturday,DCX,0,1/28/13,2/6/13,4/29/13,,,,
MK7VXH,1,58,958,45,0,0,50.84,0,0,0,0,Tuesday,CHO,0,4/10/11,6/7/11,6/7/11,,,,
HLQ2ES,1,213,1,38,15.78947368,10.52631579,142.54,0,1,0,0,Monday,RIC,0,6/20/13,1/19/14,1/19/14,,,,
L2DDPL,1,154,49,47,8.510638298,2.127659574,65.45,0,1,0,0,Tuesday,DCX,0,7/1/13,12/2/13,12/2/13,,,,
LXU4Y4,1,0,95,46,8.695652174,0,85.63,0.04109589,1,0,0,Thursday,DCX,0,3/12/13,3/12/13,10/17/13,,,,
EBXR6M,1,2,980,43,11.62790698,0,55.3,0,1,0,0,Tuesday,CHO,0,5/14/11,5/16/11,5/16/11,,,,
D5FEGZ,1,0,8,49,0,0,79.24,0.020576132,1,0,0,Tuesday,CHO,0,5/16/11,5/16/11,1/12/14,,,,
URSWBU,1,43,203,43,9.302325581,2.325581395,33.6,0,1,0,0,Wednesday,BWI,0,5/19/13,7/1/13,7/1/13,,,,
XGWHAR,1,0,281,48,2.083333333,0,55.62,0.01188455,0,0,0,Monday,CHO,0,9/3/11,9/3/11,4/14/13,,,,
JLNKTG,0,395,247,1,100,0,165.08,0.133333333,0,0,0,Monday,RIC,0,4/3/12,5/3/13,5/18/13,,,,
Z6UE9K,1,31,356,47,0,0,49.13,0.056910569,0,0,0,Tuesday,DCX,0,8/28/12,9/28/12,1/29/13,,,,
9ECYYN,1,286,166,48,4.166666667,4.166666667,112.33,0.024324324,1,0,0,Friday,CHO,0,10/21/11,8/2/12,8/7/13,,,,
EAG7XM,1,0,260,36,55.55555556,5.555555556,52.07,0.02027027,0,0,0,Tuesday,CHO,0,12/8/12,12/8/12,5/5/13,,,,
QJSSCY,1,0,71,51,7.843137255,3.921568627,98.93,0.030013643,1,0,0,Tuesday,CHO,0,11/8/11,11/8/11,11/10/13,,,,
DLZ8E7,1,339,3,15,60,20,72.69,0,0,1,0,Wednesday,RIC,0,2/12/13,1/17/14,1/17/14,,,,
3G3FNE,1,7,198,33,66.66666667,15.15151515,51.24,0.003338898,0,0,0,Wednesday,CHO,0,11/8/11,11/15/11,7/6/13,,,,
3M5FJT,1,1,509,35,5.714285714,0,40,0,1,0,0,Sunday,DCX,0,8/28/12,8/29/12,8/29/12,,,,
9D46ED,1,0,234,43,13.95348837,0,56.14,0,1,0,0,Tuesday,RIC,0,5/31/13,5/31/13,5/31/13,,,,
F5CQZV,1,-5,361,43,25.58139535,4.651162791,57.38,0.071428571,0,0,0,Thursday,DCX,0,8/28/12,8/23/12,1/24/13,,,,
YC4MN9,1,36,295,45,0,0,67.52,0,0,0,0,Monday,RIC,0,2/23/13,3/31/13,3/31/13,,,,
LA7ATA,0,70,133,0,0,0,24.33,0.02,0,0,0,Monday,RIC,0,3/23/13,6/1/13,9/9/13,,,,
CSB2MD,0,1,1208,0,0,0,40.64,0.057142857,1,0,0,Thursday,CHO,0,8/25/10,8/26/10,9/30/10,,,,
8S5TBQ,0,0,553,10,0,0,48.43,0.097447796,0,0,0,Monday,CHO,0,5/12/11,5/12/11,7/16/12,,,,
F3QESH,1,2,375,48,2.083333333,0,55.92,0.022556391,1,0,0,Friday,RIC,0,7/26/11,7/28/11,1/10/13,,,,
VFF7MX,1,20,5,68,4.411764706,4.411764706,49.1,0.143396226,1,1,0,Thursday,RIC,0,1/31/11,2/20/11,1/15/14,,,,
7WETKA,1,218,117,44,29.54545455,4.545454545,82.86,0.023529412,0,0,0,Thursday,RIC,0,9/28/11,5/3/12,9/25/13,,,,
8P6TKS,1,5,257,48,10.41666667,4.166666667,56.47,0.020242915,0,0,0,Thursday,DCX,0,8/29/12,9/3/12,5/8/13,,,,
E2R2YS,1,-39,445,22,95.45454545,0,108.47,0.067307692,0,0,0,Sunday,DCX,0,8/28/12,7/20/12,11/1/12,,,,
4VWAF5,0,696,375,0,0,0,48.85,0.078014184,0,0,0,Thursday,RIC,0,9/26/10,8/22/12,1/10/13,,,,
E7HSBB,1,8,233,20,45,5,173.64,0.012765957,0,0,0,Thursday,DCX,0,10/1/12,10/9/12,6/1/13,,,,
YSE84V,1,23,98,43,27.90697674,0,113.39,0.034303534,0,0,0,Tuesday,CHO,0,2/2/11,2/25/11,10/14/13,,,,
NK79NA,1,176,8,56,51.78571429,7.142857143,165.41,0.079734219,0,0,0,Friday,RIC,0,9/22/12,3/17/13,1/12/14,,,,
68UJYH,1,36,117,46,21.73913043,2.173913043,24.53,0.087606838,0,0,0,Thursday,RIC,0,5/9/12,6/14/12,9/25/13,,,,
B7VRRR,0,53,201,39,2.564102564,0,53.33,0,0,0,0,Monday,RIC,0,5/11/13,7/3/13,7/3/13,,,,
QM2WTW,1,455,1,59,47.45762712,28.81355932,67.18,0.085185185,1,1,0,Monday,CHO,0,8/3/10,11/1/11,1/19/14,,,,
XGTST,0,0,232,11,9.090909091,0,65.56,0.024484536,1,0,0,Tuesday,RIC,0,4/18/11,4/18/11,6/2/13,,,,
NLMEDZ,1,0,282,47,10.63829787,2.127659574,62.03,0.014005602,0,0,0,Monday,CHO,0,4/21/12,4/21/12,4/13/13,,,,
94GX7Q,1,7,300,45,2.222222222,0,50.79,0,0,0,0,Friday,RIC,0,3/19/13,3/26/13,3/26/13,,,,
3CEPCW,1,7,40,48,16.66666667,6.25,59.84,0.017173052,0,0,0,Wednesday,CHO,0,11/8/11,11/15/11,12/11/13,,,,
RFP484,1,0,383,32,81.25,0,50.93,0,0,0,0,Friday,CHO,0,1/2/13,1/2/13,1/2/13,,,,
YBPANY,1,2,243,46,10.86956522,2.173913043,38.65,0.222222222,0,0,0,Tuesday,RIC,0,5/11/13,5/13/13,5/22/13,,,,
D9KQHQ,0,9,322,25,40,0,99.08,0,0,0,0,Saturday,DCX,0,2/23/13,3/4/13,3/4/13,,,,
GSKHGL,1,-39,469,36,16.66666667,8.333333333,67.63,0.1,0,0,0,Sunday,BWI,0,8/28/12,7/20/12,10/8/12,,,,
TM5Y64,1,0,42,50,20,2,45.09,0.041666667,1,0,0,Tuesday,DCX,0,6/24/13,6/24/13,12/9/13,,,,
CZPW4F,1,8,34,36,88.88888889,11.11111111,68.01,0.082089552,1,0,0,Wednesday,CHO,0,3/16/13,3/24/13,12/17/13,,,,
K8TJ9K,1,6,350,44,9.090909091,0,82.59,0,0,0,0,Monday,CHO,0,1/29/13,2/4/13,2/4/13,,,,
XT9BJZ,1,0,205,45,4.444444444,0,149.66,0,1,0,0,Saturday,BWI,0,6/29/13,6/29/13,6/29/13,,,,
RTTVC8,1,238,42,49,51.02040816,4.081632653,57.31,0,0,0,0,Tuesday,RIC,0,4/15/13,12/9/13,12/9/13,,,,
BGX9YF,1,0,255,43,6.976744186,0,57.5,0,0,0,0,Friday,CHO,0,5/10/13,5/10/13,5/10/13,,,,
2643ZF,1,-28,8,63,20.63492063,0,63.74,0.096226415,0,0,1,Tuesday,DCX,0,8/28/12,7/31/12,1/12/14,,,,
VSACEF,1,92,2,55,10.90909091,0,123.74,0.036057692,1,0,0,Tuesday,DCX,0,8/28/12,11/28/12,1/18/14,,,,
U6S9CC,1,0,274,44,4.545454545,2.272727273,109.83,0,0,0,0,Monday,RIC,0,4/21/13,4/21/13,4/21/13,,,,
X4VB6X,1,1,229,45,0,0,53.09,0,1,0,0,Saturday,DCX,0,6/4/13,6/5/13,6/5/13,,,,
JPRJYX,0,0,320,0,0,0,156.21,0,0,0,0,Wednesday,RIC,0,3/6/13,3/6/13,3/6/13,,,,
FELMYK,1,-39,549,35,8.571428571,2.857142857,69.21,0,0,0,0,Sunday,DCX,0,8/28/12,7/20/12,7/20/12,,,,
2LTVL9,1,20,218,47,8.510638298,0,51,0,1,0,0,Tuesday,BWI,0,5/27/13,6/16/13,6/16/13,,,,
7QFTDA,1,2,337,35,68.57142857,0,111.49,0,0,0,0,Thursday,RIC,0,2/15/13,2/17/13,2/17/13,,,,
SL3S9Q,1,1,76,48,2.083333333,2.083333333,49.99,0.021791768,1,0,0,Tuesday,CHO,0,8/1/11,8/2/11,11/5/13,,,,
QW35H6,1,194,85,37,91.89189189,5.405405405,62.07,0.035389282,0,0,0,Friday,CHO,0,8/1/10,2/11/11,10/27/13,,,,
RVD9T9,1,216,57,52,3.846153846,1.923076923,57.64,0,0,0,0,Tuesday,CHO,0,4/22/13,11/24/13,11/24/13,,,,
6BLANB,0,0,1,13,92.30769231,7.692307692,57.07,0.031746032,0,1,0,Wednesday,CHO,0,2/13/11,2/13/11,1/19/14,,,,
NED82T,0,57,347,0,0,0,45.79,0,0,0,0,Saturday,BWI,0,12/12/12,2/7/13,2/7/13,,,,
BAG22K,1,443,11,45,91.11111111,13.33333333,70.94,0.077755906,1,0,0,Wednesday,CHO,0,1/11/10,3/30/11,1/9/14,,,,
WLKMX6,1,0,203,45,0,0,99.43,0,1,0,0,Tuesday,DCX,0,7/1/13,7/1/13,7/1/13,,,,
VX2MYA,1,4,326,47,0,0,99.64,0.038374718,0,0,0,Friday,RIC,0,12/9/11,12/13/11,2/28/13,,,,
KBU59V,1,9,291,38,2.631578947,0,49.69,0.076923077,0,0,0,Tuesday,RIC,0,2/28/13,3/9/13,4/4/13,,,,
SEJA9D,1,1,210,43,37.20930233,0,67.61,0.069444444,1,0,0,Tuesday,DCX,0,4/12/13,4/13/13,6/24/13,,,,
CD3MVA,1,12,1,59,50.84745763,16.94915254,167.16,0.134831461,0,0,1,Friday,RIC,0,10/19/12,10/31/12,1/19/14,,,,
CS264K,1,73,6,45,66.66666667,0,233.79,0.098666667,1,0,1,Monday,CHO,0,9/24/09,12/6/09,1/14/14,,,,
EFK7VU,0,25,222,17,11.76470588,0,68.59,0,0,0,0,Thursday,CHO,0,5/18/13,6/12/13,6/12/13,,,,
4JLGCE,1,15,216,44,9.090909091,0,88.61,0,1,0,0,Saturday,BWI,0,6/3/13,6/18/13,6/18/13,,,,
F5PUVL,0,0,348,7,14.28571429,0,52.02,0.020408163,0,0,0,Sunday,DCX,0,10/31/12,10/31/12,2/6/13,,,,
QSEH9T,1,0,292,20,95,0,99.7,0,0,0,0,Thursday,RIC,0,4/3/13,4/3/13,4/3/13,,,,
XRLFLB,1,688,29,40,35,5,93.7,0,0,0,0,Monday,CHO,0,2/3/12,12/22/13,12/22/13,,,,
8XRSQL,1,69,237,40,40,2.5,52.7,0,1,0,0,Thursday,RIC,0,3/20/13,5/28/13,5/28/13,,,,
2FSN3X,1,15,283,45,22.22222222,0,81.45,0,0,0,0,Tuesday,DCX,0,3/28/13,4/12/13,4/12/13,,,,
A85N7F,1,57,176,44,2.272727273,2.272727273,78.16,0,1,0,0,Saturday,DCX,0,6/1/13,7/28/13,7/28/13,,,,
HY8DJN,1,18,42,54,18.51851852,5.555555556,87.23,0.032653061,1,0,0,Tuesday,RIC,0,3/21/13,4/8/13,12/9/13,,,,
JVZPGA,1,291,7,44,27.27272727,20.45454545,61.06,0,0,0,0,Tuesday,DCX,0,3/28/13,1/13/14,1/13/14,,,,
3V5JFY,0,0,113,39,20.51282051,2.564102564,113.21,0.019230769,1,0,0,Monday,CHO,0,4/26/13,4/26/13,9/29/13,,,,
GGNBGL,1,4,98,33,84.84848485,12.12121212,50.43,0.022900763,1,0,0,Friday,RIC,0,6/1/13,6/5/13,10/14/13,,,,
Q4RBVQ,1,0,510,44,2.272727273,0,38.49,0,0,0,0,Thursday,DCX,0,8/28/12,8/28/12,8/28/12,,,,
E5LEW4,1,0,75,41,41.46341463,9.756097561,65.85,0.013888889,1,1,0,Monday,CHO,0,6/26/11,6/26/11,11/6/13,,,,
PRPFQQ,1,49,166,30,90,3.333333333,62.32,0,1,0,0,Friday,RIC,0,6/19/13,8/7/13,8/7/13,,,,
KKCSKA,1,118,11,48,16.66666667,2.083333333,71.76,0.021872864,0,0,0,Friday,CHO,0,9/11/09,1/7/10,1/9/14,,,,
MZSGD6,1,66,678,42,40.47619048,16.66666667,59.83,0.012987013,0,0,0,Tuesday,CHO,0,12/18/10,2/22/11,3/13/12,,,,
96KS5M,1,176,231,32,87.5,3.125,145.86,0,0,0,0,Friday,CHO,0,12/9/12,6/3/13,6/3/13,,,,
SMHLUQ,1,63,8,55,34.54545455,16.36363636,68.54,0.03654485,1,0,0,Monday,RIC,0,5/22/11,7/24/11,1/12/14,,,,
AB3ULG,1,0,305,45,15.55555556,2.222222222,50.95,0,0,0,0,Saturday,DCX,0,3/21/13,3/21/13,3/21/13,,,,
8D4X2E,1,1,12,37,43.24324324,10.81081081,72.63,0.023166023,1,0,0,Wednesday,CHO,0,11/22/11,11/23/11,1/8/14,,,,
LTVQ3D,1,42,308,47,2.127659574,2.127659574,80.57,0.036121673,1,0,0,Monday,CHO,0,8/28/11,10/9/11,3/18/13,,,,
AMRY4C,1,6,272,45,0,0,159.44,0,0,0,0,Thursday,DCX,0,4/17/13,4/23/13,4/23/13,,,,
HV6MCN,1,0,8,48,14.58333333,6.25,110.79,0.006587615,0,0,0,Monday,CHO,0,11/16/09,11/16/09,1/12/14,,,,
X543RE,1,0,48,46,8.695652174,4.347826087,49.49,0.03125,1,0,0,Friday,CHO,0,6/26/13,6/26/13,12/3/13,,,,
RCWHKL,1,2,238,44,18.18181818,4.545454545,45.73,0,1,0,0,Tuesday,BWI,0,5/25/13,5/27/13,5/27/13,,,,
BDUDHP,0,229,75,0,0,0,80.24,0,1,0,0,Thursday,RIC,0,3/22/13,11/6/13,11/6/13,,,,
NZGEJK,1,0,60,52,13.46153846,3.846153846,37.29,0.025027203,1,1,0,Friday,RIC,0,5/17/11,5/17/11,11/21/13,,,,
23JDUN,0,10,68,0,0,0,129.83,0.019607843,1,0,0,Monday,DCX,0,6/3/13,6/13/13,11/13/13,,,,
TGP35N,1,0,44,54,0,0,49.2,0.013349515,0,0,0,Monday,CHO,0,9/5/11,9/5/11,12/7/13,,,,
LUMKWF,1,191,66,40,7.5,0,50.02,0.333333333,0,1,0,Wednesday,RIC,0,4/29/13,11/6/13,11/15/13,,,,
L7MQWR,1,0,204,44,4.545454545,0,88.84,0,1,0,0,Monday,CHO,0,6/30/13,6/30/13,6/30/13,,,,
2DGDR3,1,22,65,53,9.433962264,3.773584906,119.02,0.008885299,0,0,0,Tuesday,CHO,0,6/5/10,6/27/10,11/16/13,,,,
XD6MQB,1,0,329,33,3.03030303,0,126.19,0.037037037,0,0,0,Sunday,DCX,0,1/2/13,1/2/13,2/25/13,,,,
YU6C8S,0,0,266,0,0,0,52.21,0,0,0,0,Tuesday,CHO,0,4/29/13,4/29/13,4/29/13,,,,
VKES6W,1,31,69,50,8,2,34.99,0.011904762,0,0,0,Thursday,BWI,0,4/27/13,5/28/13,11/12/13,,,,
2YE7NP,1,638,35,45,0,0,40.24,0.105263158,0,0,0,Tuesday,RIC,0,2/9/12,11/8/13,12/16/13,,,,
VUMYCK,1,7,228,45,0,0,115.77,0,1,0,0,Friday,CHO,0,5/30/13,6/6/13,6/6/13,,,,
DFBYHR,1,9,4,55,58.18181818,7.272727273,86.59,0.121045392,1,1,0,Friday,RIC,0,1/11/12,1/20/12,1/16/14,,,,
BM8A2Y,1,0,230,45,0,0,14.71,0,1,0,0,Wednesday,RIC,0,6/4/13,6/4/13,6/4/13,,,,
MMMZWJ,1,2,88,49,20.40816327,0,42.06,0.019047619,0,0,0,Saturday,DCX,0,8/28/12,8/30/12,10/24/13,,,,
XLPSYB,1,0,130,43,18.60465116,9.302325581,45.97,0.02962963,1,0,0,Saturday,DCX,0,4/30/13,4/30/13,9/12/13,,,,
92Y2QV,1,462,7,49,20.40816327,4.081632653,66.06,0.023809524,0,0,0,Monday,CHO,0,8/15/11,11/19/12,1/13/14,,,,
F4DGZ9,0,-35,279,0,0,0,80.28,0.041353383,0,0,0,Thursday,DCX,0,8/28/12,7/24/12,4/16/13,,,,
KLMJ23,1,69,20,37,89.18918919,13.51351351,249.26,0.009501188,0,0,0,Thursday,CHO,0,8/28/12,11/5/12,12/31/13,,,,
5SFEJV,1,242,18,47,14.89361702,2.127659574,40.25,0,0,1,0,Friday,CHO,0,5/5/13,1/2/14,1/2/14,,,,
TKJN32,0,2,130,21,52.38095238,4.761904762,159.27,0.069565217,1,0,0,Saturday,BWI,0,1/23/13,1/25/13,9/12/13,,,,
J3MY7Y,0,154,323,0,0,0,65.68,0,0,0,0,Wednesday,CHO,0,9/30/12,3/3/13,3/3/13,,,,
C5M34U,1,0,7,58,8.620689655,5.172413793,98.47,0.03875969,0,0,0,Tuesday,RIC,0,4/30/13,4/30/13,1/13/14,,,,
HQ7P9Q,1,0,95,49,2.040816327,0,57.35,0.011093502,0,0,0,Wednesday,CHO,0,1/25/12,1/25/12,10/17/13,,,,
4H6LRL,1,29,181,45,11.11111111,4.444444444,63.05,0.133333333,1,0,0,Wednesday,RIC,0,6/9/13,7/8/13,7/23/13,,,,
BXZVFX,1,2,281,48,2.083333333,0,94.29,0.017167382,0,0,0,Monday,CHO,0,5/14/11,5/16/11,4/14/13,,,,
RDCUAN,1,870,88,31,100,3.225806452,120.78,0.043478261,0,0,0,Monday,CHO,0,3/30/11,8/16/13,10/24/13,,,,
RVA6V7,1,0,145,37,75.67567568,8.108108108,61.42,0.006134969,0,0,0,Monday,RIC,0,6/5/11,6/5/11,8/28/13,,,,
9QGN7P,1,146,57,47,10.63829787,0,68.42,0,1,0,0,Tuesday,DCX,0,7/1/13,11/24/13,11/24/13,,,,
QKRPHJ,1,7,263,46,4.347826087,0,84.39,0.25,0,0,0,Saturday,DCX,0,4/9/13,4/16/13,5/2/13,,,,
CVLL8K,0,818,250,0,0,0,55.01,0,1,0,0,Friday,RIC,0,2/17/11,5/15/13,5/15/13,,,,
Y8WUQU,1,0,290,26,57.69230769,0,135.46,0,1,0,0,Sunday,DCX,0,4/5/13,4/5/13,4/5/13,,,,
BEVQ35,1,6,287,45,4.444444444,0,63.66,0.012987013,0,0,0,Monday,CHO,0,10/11/11,10/17/11,4/8/13,,,,
2CTFU9,1,5,411,44,9.090909091,4.545454545,81.24,0.222222222,0,0,0,Tuesday,CHO,0,11/21/12,11/26/12,12/5/12,,,,
NMWNPM,0,59,75,23,78.26086957,21.73913043,39.45,0.041916168,1,0,0,Friday,CHO,0,3/25/13,5/23/13,11/6/13,,,,
2YL92Z,1,471,97,37,67.56756757,35.13513514,37.26,0.010248902,1,0,0,Monday,RIC,0,8/18/10,12/2/11,10/15/13,,,,
SF8XPP,0,7,5,18,94.44444444,33.33333333,85.56,0.13283208,0,0,1,Friday,CHO,0,12/5/12,12/12/12,1/15/14,,,,
URSM4T,0,31,5,11,36.36363636,18.18181818,127.48,0.019933555,0,0,0,Thursday,CHO,0,8/29/10,9/29/10,1/15/14,,,,
ZEVETR,1,209,203,45,0,0,41.85,0.003896104,0,0,0,Tuesday,RIC,0,10/26/10,5/23/11,7/1/13,,,,
V4XEZ5,1,-39,497,37,10.81081081,2.702702703,57.96,0.115384615,1,0,0,Sunday,DCX,0,8/28/12,7/20/12,9/10/12,,,,
LKNUKM,1,0,193,44,6.818181818,0,100.3,0.066666667,1,0,0,Monday,CHO,0,6/11/13,6/11/13,7/11/13,,,,
BQVPZ2,1,0,225,46,4.347826087,0,66.47,0,1,0,0,Monday,CHO,0,6/9/13,6/9/13,6/9/13,,,,
5UACN,0,61,313,0,0,0,88.11,0.029827316,0,0,0,Thursday,CHO,0,4/15/11,6/15/11,3/13/13,,,,
LDBSLM,0,8,325,5,20,0,96.2,0.012121212,0,0,0,Sunday,DCX,0,9/9/12,9/17/12,3/1/13,,,,
CCZ3ZP,1,26,133,38,78.94736842,5.263157895,49.11,0.037313433,0,0,0,Tuesday,DCX,0,4/2/13,4/28/13,9/9/13,,,,
D3P7JR,0,8,234,25,8,0,76.27,0,1,0,0,Wednesday,DCX,0,5/23/13,5/31/13,5/31/13,,,,
T2VWNS,1,13,5,54,3.703703704,0,139.13,0.034482759,0,0,0,Thursday,RIC,0,5/15/13,5/28/13,1/15/14,,,,
52KUHU,1,4,262,48,8.333333333,0,64.84,0.070175439,0,0,0,Monday,RIC,0,3/3/13,3/7/13,5/3/13,,,,
DG82QT,1,47,360,45,0,0,108.44,0,0,0,0,Friday,RIC,0,12/9/12,1/25/13,1/25/13,,,,
F65575,1,1,6,58,43.10344828,3.448275862,65.77,0.058122206,0,0,0,Wednesday,CHO,0,3/13/12,3/14/12,1/14/14,,,,
FY92BH,1,3,177,45,0,0,189.43,0.05,1,0,0,Tuesday,DCX,0,6/14/13,6/17/13,7/27/13,,,,
YRV3Y8,0,6,362,36,11.11111111,2.777777778,182.41,0,0,0,0,Thursday,RIC,0,1/17/13,1/23/13,1/23/13,,,,
525S3B,1,17,216,45,0,0,99.85,0,1,0,0,Wednesday,DCX,0,6/1/13,6/18/13,6/18/13,,,,
QRRXKY,0,18,383,0,0,0,24.93,0,0,0,0,Saturday,DCX,0,12/15/12,1/2/13,1/2/13,,,,
7M9RAT,1,81,6,44,84.09090909,11.36363636,62.07,0.060344828,0,0,0,Wednesday,RIC,0,3/24/12,6/13/12,1/14/14,,,,
3GNZXL,0,7,2,8,37.5,0,175.89,0.107784431,1,0,1,Monday,DCX,0,8/28/12,9/4/12,1/18/14,,,,
QSQL87,1,257,253,45,0,0,84.17,0,0,0,1,Tuesday,DCX,0,8/28/12,5/12/13,5/12/13,,,,
RWDZPR,1,2,64,31,100,32.25806452,136.85,0.013513514,0,0,0,Sunday,DCX,0,8/28/12,8/30/12,11/17/13,,,,
DZNLFN,1,31,210,44,29.54545455,0,73.34,0.014224751,0,0,0,Tuesday,CHO,0,7/18/09,8/18/09,6/24/13,,,,
FYJMV4,1,22,4,64,90.625,23.4375,82.86,0.137787056,0,1,0,Friday,RIC,0,5/12/11,6/3/11,1/16/14,,,,
FW2JFT,1,103,195,45,0,0,79.29,0,0,0,0,Friday,DCX,0,3/28/13,7/9/13,7/9/13,,,,
685UK2,0,36,218,0,0,0,92.2,0,0,0,0,Monday,CHO,0,5/11/13,6/16/13,6/16/13,,,,
JG4Y3D,1,0,188,47,8.510638298,0,56.02,0.020338983,0,0,0,Thursday,RIC,0,9/24/12,9/24/12,7/16/13,,,,
TR86J9,1,80,397,36,0,0,45.62,0,1,0,0,Sunday,DCX,0,9/30/12,12/19/12,12/19/12,,,,
